100000 3
0.540830	0.113747	0.769619	
0.820574	0.295450	0.314207	
0.051913	0.794655	0.568529	
0.270429	0.159567	0.785658	
0.508651	0.557369	0.343393	
0.714267	0.324469	0.362280	
0.685638	0.621616	0.251849	
0.494878	0.532967	0.455060	
0.068048	0.873599	0.597183	
0.357489	0.500392	0.647774	
0.292828	0.743703	0.319379	
0.058344	0.662210	0.815130	
0.248280	0.621577	0.746586	
0.691976	0.347868	0.422750	
0.523338	0.563115	0.431551	
0.438485	0.215784	0.629303	
0.710346	0.221245	0.294622	
0.461900	0.203016	0.944932	
0.515800	0.560628	0.245654	
0.795428	0.626526	0.249858	
0.172965	0.826346	0.874558	
0.650906	0.801288	0.134152	
0.550366	0.825774	0.211549	
0.410105	0.923005	0.254082	
0.793633	0.307533	0.289269	
0.377720	0.443147	0.793155	
0.062839	0.602105	0.840622	
0.761963	0.337359	0.403904	
0.867496	0.185527	0.093644	
0.274039	0.617100	0.849508	
0.343325	0.564757	0.711390	
0.436937	0.658935	0.432011	
0.538312	0.463798	0.557958	
0.343156	0.292123	0.727451	
0.598512	0.735979	0.154461	
0.387821	0.370967	0.789615	
0.566208	0.338983	0.777512	
0.278445	0.402649	0.749802	
0.160781	0.654492	0.838169	
0.343193	0.457311	0.676254	
0.736266	0.337553	0.459832	
0.770591	0.385480	0.257980	
0.841625	0.302146	0.493585	
0.685536	0.184969	0.719357	
0.133834	0.419855	0.849469	
0.653956	0.149563	0.571395	
0.436995	0.753575	0.248303	
0.228796	0.631135	0.470502	
0.161986	0.671814	0.686104	
0.151317	0.641944	0.763089	
0.185354	0.706340	0.719345	
0.658478	0.700653	0.360696	
0.443482	0.670655	0.228419	
0.209847	0.408700	0.856179	
0.557571	0.151031	0.758490	
0.312477	0.822451	0.235515	
0.388686	0.822924	0.298776	
0.113897	0.732193	0.423586	
0.797032	0.427508	0.296600	
0.420917	0.936757	0.243530	
0.578274	0.100303	0.770584	
0.490611	0.649494	0.444418	
0.243877	0.863648	0.399188	
0.434631	0.766781	0.348708	
0.052906	0.563145	0.883086	
0.539901	0.342711	0.855885	
0.923244	0.312917	0.336531	
0.321721	0.490238	0.882536	
0.447911	0.363628	0.733439	
0.529937	0.516936	0.526692	
0.851017	0.108670	0.701006	
0.523009	0.374947	0.578113	
0.847027	0.387225	0.300887	
0.056573	0.603049	0.899445	
0.351815	0.917475	0.191779	
0.451123	0.584861	0.334058	
0.523265	0.424782	0.586450	
0.154060	0.713971	0.604348	
0.612768	0.312793	0.560956	
0.854324	0.393291	0.196448	
0.259808	0.263578	0.818448	
0.853027	0.176925	0.500709	
0.605038	0.584561	0.388983	
0.122907	0.645781	0.701856	
0.876199	0.427155	0.424972	
0.236535	0.522801	0.874298	
0.572301	0.425013	0.635190	
0.698524	0.152447	0.673980	
0.768195	0.556656	0.252617	
0.070440	0.737665	0.628895	
0.616681	0.160483	0.702306	
0.578191	0.430426	0.453716	
0.819705	0.526063	0.353023	
0.660646	0.456914	0.600249	
0.606822	0.100699	0.825846	
0.171206	0.926950	0.295776	
0.560967	0.596905	0.403541	
0.438674	0.507722	0.649900	
0.629659	0.333634	0.545364	
0.532663	0.192633	0.741473	
0.378364	0.574352	0.470541	
0.676122	0.874234	0.096685	
0.775810	0.242866	0.467393	
0.903001	0.152981	0.208769	
0.597719	0.073377	0.852996	
0.176115	0.681765	0.249446	
0.743768	0.316894	0.500805	
0.241315	0.888967	0.544256	
0.832726	0.358178	0.411458	
0.816117	0.471498	0.120495	
0.191992	0.700139	0.682039	
0.352278	0.651666	0.279024	
0.264073	0.496879	0.647094	
0.564053	0.400580	0.622044	
0.209498	0.628660	0.724098	
0.722810	0.467563	0.355005	
0.298337	0.874382	0.597014	
0.353442	0.772721	0.324887	
0.105488	0.454881	0.714740	
0.504185	0.262790	0.508127	
0.227691	0.421028	0.715511	
0.805155	0.170145	0.484735	
0.627507	0.523612	0.380800	
0.510875	0.283338	0.786606	
0.936971	0.240341	0.369870	
0.866903	0.383298	0.231515	
0.557979	0.175055	0.848725	
0.542701	0.880136	0.073450	
0.733558	0.260313	0.605269	
0.345586	0.549311	0.541744	
0.397685	0.635386	0.502054	
0.432119	0.726182	0.467569	
0.825062	0.211616	0.445191	
0.271595	0.593703	0.795050	
0.921625	0.387281	0.175868	
0.342780	0.447183	0.785526	
0.773518	0.121411	0.738529	
0.349471	0.412428	0.825519	
0.217245	0.918240	0.428233	
0.675929	0.583128	0.400225	
0.118627	0.920354	0.507628	
0.231947	0.477767	0.780928	
0.102189	0.589893	0.786412	
0.832552	0.539168	0.104311	
0.698343	0.379436	0.474002	
0.537838	0.412755	0.604580	
0.779856	0.425263	0.165601	
0.781550	0.567211	0.128595	
0.258405	0.866506	0.409601	
0.313485	0.477627	0.763663	
0.935474	0.497707	0.161775	
0.832323	0.511285	0.354831	
0.499136	0.853092	0.274467	
0.387166	0.747020	0.136744	
0.781019	0.737464	0.165012	
0.391188	0.453777	0.635525	
0.843740	0.429138	0.390015	
0.740819	0.632183	0.167000	
0.518332	0.730887	0.279792	
0.335360	0.552690	0.738776	
0.941832	0.063199	0.697164	
0.252555	0.616244	0.423440	
0.566251	0.571800	0.309746	
0.911629	0.263170	0.346797	
0.395504	0.909151	0.160168	
0.662124	0.307512	0.420610	
0.501962	0.616515	0.399034	
0.491944	0.299262	0.802644	
0.915643	0.451559	0.060412	
0.481478	0.336966	0.688756	
0.819953	0.514520	0.201647	
0.798248	0.081277	0.635299	
0.829114	0.095457	0.590887	
0.768325	0.221232	0.456141	
0.233239	0.478978	0.731150	
0.846639	0.173804	0.462565	
0.060759	0.949017	0.623877	
0.487870	0.346120	0.661365	
0.606867	0.794142	0.185604	
0.242951	0.315743	0.749972	
0.053193	0.777832	0.769087	
0.691614	0.538737	0.311363	
0.557649	0.522159	0.590187	
0.726377	0.209730	0.713900	
0.125141	0.458560	0.844749	
0.800509	0.252794	0.458211	
0.698599	0.219203	0.657028	
0.695805	0.225964	0.654653	
0.579377	0.213026	0.623591	
0.461759	0.420435	0.753382	
0.647379	0.347881	0.447454	
0.179348	0.629050	0.709827	
0.800521	0.158140	0.625877	
0.842971	0.535561	0.202124	
0.197468	0.596633	0.868316	
0.427933	0.485856	0.631671	
0.490405	0.649089	0.294250	
0.708589	0.236714	0.654340	
0.571827	0.391898	0.469944	
0.428227	0.308740	0.763613	
0.642298	0.812479	0.142904	
0.647845	0.819726	0.185297	
0.660094	0.121658	0.758295	
0.519187	0.689594	0.459926	
0.313803	0.559304	0.877924	
0.465940	0.510592	0.435776	
0.487430	0.410311	0.646699	
0.514981	0.719339	0.246096	
0.492220	0.889724	0.062682	
0.307816	0.860087	0.441870	
0.488613	0.582496	0.274623	
0.662878	0.558762	0.366761	
0.240923	0.521830	0.693604	
0.457535	0.413857	0.771500	
0.378438	0.577179	0.439810	
0.885671	0.185191	0.562899	
0.727600	0.467693	0.418749	
0.469016	0.387534	0.665707	
0.615956	0.519800	0.551338	
0.440707	0.603908	0.568828	
0.703782	0.613523	0.127327	
0.574666	0.545025	0.344979	
0.500554	0.169144	0.530414	
0.524993	0.796781	0.316073	
0.293010	0.522877	0.602567	
0.519834	0.425262	0.402079	
0.402207	0.205571	0.858401	
0.407291	0.535936	0.425313	
0.501037	0.093596	0.819010	
0.770426	0.701799	0.132485	
0.801896	0.234073	0.218602	
0.245663	0.700589	0.424830	
0.276417	0.616537	0.720301	
0.284599	0.502545	0.771599	
0.198865	0.531885	0.831413	
0.358407	0.704102	0.418386	
0.161556	0.874340	0.652757	
0.602653	0.733339	0.052498	
0.601536	0.356433	0.536497	
0.592039	0.381237	0.644606	
0.267679	0.883014	0.334382	
0.857542	0.348030	0.453345	
0.127063	0.422876	0.920200	
0.923839	0.316849	0.385666	
0.452005	0.316759	0.748256	
0.498050	0.140271	0.743743	
0.613090	0.702884	0.131751	
0.391855	0.819129	0.367382	
0.294956	0.892897	0.482827	
0.594275	0.174007	0.616060	
0.631327	0.327646	0.542295	
0.504438	0.439310	0.616814	
0.316799	0.605219	0.452464	
0.519327	0.211223	0.947783	
0.439851	0.886855	0.341046	
0.242837	0.605453	0.588052	
0.667765	0.546695	0.330334	
0.506741	0.294758	0.703051	
0.326894	0.448185	0.869751	
0.179456	0.740654	0.573142	
0.711711	0.549235	0.102908	
0.088369	0.591351	0.819309	
0.053431	0.766896	0.493426	
0.653174	0.171584	0.744945	
0.946417	0.087711	0.434481	
0.676339	0.755920	0.145880	
0.322185	0.819887	0.292578	
0.252014	0.806863	0.474610	
0.788657	0.415264	0.378255	
0.538201	0.668723	0.411143	
0.636304	0.138206	0.693344	
0.523349	0.686555	0.119635	
0.131711	0.343698	0.891274	
0.898948	0.476763	0.092974	
0.277033	0.221507	0.916809	
0.454927	0.642169	0.264044	
0.457733	0.494159	0.367794	
0.833054	0.452819	0.408302	
0.333637	0.639014	0.273677	
0.897146	0.494732	0.057001	
0.236969	0.697840	0.338492	
0.225779	0.886776	0.425339	
0.463388	0.944715	0.365341	
0.382262	0.447555	0.665784	
0.463946	0.469514	0.433344	
0.528913	0.300048	0.496976	
0.765522	0.350066	0.472915	
0.103957	0.755541	0.875861	
0.452985	0.605126	0.399995	
0.458653	0.602774	0.626351	
0.524905	0.495222	0.508205	
0.594430	0.452632	0.232280	
0.878570	0.154364	0.517553	
0.726956	0.674221	0.372201	
0.530492	0.502489	0.423418	
0.397504	0.426647	0.800053	
0.648100	0.900248	0.109379	
0.693423	0.328223	0.515034	
0.581677	0.216367	0.890205	
0.273962	0.074290	0.813115	
0.697515	0.453498	0.555682	
0.498513	0.536081	0.456891	
0.467348	0.769530	0.414558	
0.880725	0.522097	0.252114	
