16916 6	
0.900000	0.913962	0.543807	0.620614	0.308144	0.001000	
0.822222	0.591963	0.188384	0.026316	0.147469	0.001000	
0.888889	0.369140	0.145197	0.050439	0.075569	0.003717	
0.611111	0.159196	0.045172	0.002193	0.055759	0.001000	
0.800000	0.615147	0.314718	0.048246	0.201027	0.001000	
0.388889	0.327666	0.153140	0.015351	0.154806	0.001000	
0.300000	0.129315	0.043187	0.054825	0.037417	0.007435	
0.222222	0.038382	0.013899	0.004386	0.006603	0.003717	
0.822222	0.422205	0.211219	0.013158	0.164343	0.033457	
0.755556	0.194745	0.045669	0.030702	0.068966	0.001000	
0.844444	0.510562	0.190866	0.103070	0.156273	0.001000	
0.055556	0.014941	0.005460	0.001000	0.002201	0.001000	
0.855556	0.435085	0.219409	0.024123	0.165811	0.001000	
0.500000	0.167955	0.049392	0.008772	0.031548	0.007435	
0.888889	0.751674	0.498635	0.087719	0.340426	0.001000	
0.911111	0.477589	0.140233	0.076754	0.122524	0.001000	
0.666667	0.314013	0.101762	0.035088	0.044754	0.001000	
0.877778	0.549717	0.199801	0.019737	0.171680	0.001000	
0.477778	0.123905	0.045172	0.021930	0.008070	0.081784	
0.855556	0.637816	0.255150	0.140351	0.179017	0.001000	
0.911111	0.509789	0.240755	0.017544	0.103448	0.001000	
0.888889	0.530397	0.217424	0.081140	0.155539	0.001000	
0.855556	0.628542	0.250931	0.105263	0.280998	0.001000	
0.011111	0.001030	0.001000	0.001000	0.001000	0.001000	
0.733333	0.253993	0.122363	0.004386	0.064563	0.001000	
0.900000	0.804740	0.377265	0.037281	0.321350	0.001000	
0.911111	0.457754	0.177215	0.076754	0.151137	0.001000	
0.511111	0.155075	0.039216	0.039474	0.044021	0.001000	
0.933333	0.798042	0.367337	0.048246	0.251651	0.022305	
0.833333	0.468315	0.176967	0.019737	0.143067	0.001000	
0.833333	0.376868	0.136759	0.010965	0.070433	0.001000	
0.911111	0.724626	0.285431	0.046053	0.122524	0.001000	
0.388889	0.227718	0.072226	0.059211	0.032282	0.001000	
0.911111	0.479650	0.124100	0.076754	0.090242	0.001000	
0.722222	0.466770	0.136014	0.067982	0.120323	0.001000	
0.388889	0.184699	0.108712	0.013158	0.073368	0.001000	
0.611111	0.165636	0.064036	0.002193	0.041820	0.001000	
0.911111	0.644256	0.335319	0.039474	0.165811	0.001000	
0.855556	0.441783	0.177960	0.035088	0.159208	0.001000	
0.911111	0.650953	0.240506	0.131579	0.146735	0.208178	
0.700000	0.255023	0.057086	0.135965	0.041086	0.001000	
0.855556	0.483514	0.105237	0.043860	0.051357	0.133829	
0.877778	0.683668	0.281708	0.076754	0.189288	0.011152	
0.855556	0.568521	0.157359	0.065789	0.094644	0.001000	
0.922222	0.667697	0.371308	0.015351	0.410858	0.037175	
0.244444	0.092993	0.030777	0.008772	0.022744	0.001000	
0.900000	0.798557	0.440556	0.030702	0.239178	0.001000	
0.866667	0.784132	0.413502	0.050439	0.262656	0.001000	
0.888889	0.725142	0.383718	0.026316	0.341893	0.118959	
0.311111	0.094539	0.037975	0.026316	0.041086	0.001000	
0.422222	0.149150	0.055597	0.006579	0.035216	0.001000	
0.900000	0.581659	0.209729	0.135965	0.132062	0.001000	
0.655556	0.178516	0.056838	0.021930	0.057960	0.001000	
0.844444	0.757857	0.413999	0.146930	0.245048	0.001000	
0.922222	0.614889	0.304046	0.287281	0.184886	0.001000	
0.900000	0.320453	0.095805	0.070175	0.110785	0.001000	
0.622222	0.460072	0.181931	0.013158	0.096112	0.001000	
0.900000	0.422978	0.140233	0.037281	0.097579	0.001000	
0.788889	0.235188	0.096302	0.004386	0.053558	0.001000	
0.644444	0.276919	0.075205	0.043860	0.054292	0.001000	
0.277778	0.112313	0.049392	0.004386	0.052825	0.001000	
0.844444	0.511592	0.202532	0.024123	0.155539	0.193309	
0.500000	0.128542	0.036237	0.050439	0.024211	0.001000	
0.888889	0.863472	0.376768	0.221491	0.201027	0.001000	
0.355556	0.306543	0.162820	0.046053	0.137197	0.003717	
0.088889	0.011592	0.001489	0.004386	0.005136	0.001000	
0.933333	0.757857	0.370315	0.039474	0.209831	0.178439	
0.788889	0.649408	0.332837	0.089912	0.157007	0.001000	
0.866667	0.654044	0.298089	0.201754	0.210565	0.001000	
0.577778	0.254766	0.061306	0.032895	0.034483	0.001000	
0.088889	0.023184	0.007694	0.001000	0.002935	0.001000	
0.844444	0.638073	0.235542	0.162281	0.201027	0.001000	
0.811111	0.260690	0.106974	0.010965	0.082172	0.001000	
0.866667	0.243946	0.080417	0.065789	0.101981	0.001000	
0.877778	0.420402	0.156615	0.087719	0.111519	0.003717	
0.333333	0.043019	0.019360	0.008772	0.011739	0.001000	
0.788889	0.695260	0.318193	0.085526	0.159208	0.001000	
0.877778	0.571355	0.260611	0.076754	0.144534	0.001000	
0.733333	0.239567	0.069744	0.032895	0.048423	0.001000	
0.933333	0.551777	0.144701	0.109649	0.083639	0.001000	
0.900000	0.749614	0.306279	0.019737	0.141599	0.001000	
0.266667	0.035291	0.015885	0.001000	0.027880	0.001000	
0.711111	0.179547	0.051129	0.035088	0.033749	0.001000	
0.500000	0.119011	0.053115	0.010965	0.050624	0.001000	
0.933333	0.682380	0.305038	0.214912	0.316948	0.001000	
0.444444	0.136270	0.061802	0.070175	0.061629	0.001000	
0.866667	0.501803	0.185654	0.153509	0.133529	0.001000	
0.555556	0.132664	0.034748	0.019737	0.022744	0.001000	
0.900000	0.729263	0.198312	0.190789	0.143800	0.001000	
0.055556	0.012365	0.002482	0.001000	0.002935	0.001000	
0.733333	0.523699	0.239017	0.043860	0.162142	0.001000	
0.933333	0.875322	0.570613	0.447368	0.435070	0.063197	
0.722222	0.297269	0.109953	0.002193	0.099780	0.026022	
0.666667	0.109995	0.036734	0.015351	0.031548	0.001000	
0.911111	0.530397	0.145197	0.030702	0.056493	0.001000	
0.644444	0.167182	0.069000	0.013158	0.046955	0.001000	
0.866667	0.561309	0.219657	0.046053	0.214967	0.001000	
0.888889	0.859866	0.407793	0.032895	0.258254	0.001000	
0.733333	0.446935	0.234053	0.048246	0.162876	0.001000	
0.388889	0.068264	0.026309	0.002193	0.030081	0.001000	
0.888889	0.431221	0.138744	0.021930	0.099046	0.001000	
0.888889	0.642710	0.182427	0.177632	0.102715	0.007435	
0.166667	0.022411	0.006701	0.001000	0.004402	0.001000	
0.444444	0.083977	0.025068	0.002193	0.013940	0.001000	
0.277778	0.061566	0.018367	0.002193	0.009538	0.001000	
0.455556	0.096084	0.038967	0.019737	0.023478	0.001000	
0.066667	0.002834	0.000496	0.001000	0.001000	0.001000	
0.822222	0.646832	0.429387	0.263158	0.340426	0.029740	
0.777778	0.366564	0.126086	0.092105	0.088775	0.001000	
0.788889	0.393612	0.190122	0.039474	0.147469	0.001000	
0.688889	0.515971	0.216927	0.039474	0.098313	0.001000	
0.933333	0.902112	0.389178	0.629386	0.358767	0.001000	
0.911111	0.788511	0.515264	0.026316	0.431401	0.001000	
0.922222	0.712519	0.144701	0.109649	0.077770	0.001000	
0.655556	0.342607	0.213204	0.028509	0.131328	0.003717	
0.800000	0.284132	0.073467	0.083333	0.049890	0.001000	
0.877778	0.424523	0.224373	0.276316	0.165811	0.003717	
0.277778	0.080629	0.022586	0.002193	0.008070	0.007435	
0.100000	0.081144	0.022338	0.002193	0.008804	0.001000	
0.300000	0.141422	0.032762	0.013158	0.014674	0.001000	
0.433333	0.259402	0.051378	0.030702	0.020543	0.001000	
0.833333	0.481968	0.106478	0.046053	0.044021	0.001000	
0.855556	0.678516	0.276247	0.037281	0.326486	0.001000	
0.811111	0.505152	0.202532	0.010965	0.104916	0.137546	
0.311111	0.041989	0.027302	0.002193	0.009538	0.001000	
0.900000	0.469346	0.223132	0.035088	0.148936	0.001000	
0.844444	0.796239	0.425912	0.070175	0.305209	0.001000	
0.788889	0.653787	0.225614	0.171053	0.164343	0.001000	
0.877778	0.711231	0.247952	0.177632	0.184153	0.001000	
0.088889	0.057445	0.022338	0.006579	0.019809	0.001000	
0.366667	0.058990	0.026309	0.013158	0.035216	0.001000	
0.900000	0.927872	0.430628	0.526316	0.363169	0.001000	
0.833333	0.782844	0.437081	0.232456	0.336023	0.001000	
0.544444	0.147089	0.046165	0.013158	0.033015	0.001000	
0.900000	0.744204	0.307520	0.504386	0.215701	0.001000	
0.922222	0.597372	0.188136	0.388158	0.140132	0.011152	
0.666667	0.215611	0.066766	0.035088	0.045488	0.001000	
0.722222	0.666667	0.409779	0.063596	0.258988	0.001000	
0.200000	0.047913	0.014892	0.002193	0.020543	0.001000	
0.388889	0.240340	0.071234	0.046053	0.070433	0.001000	
0.588889	0.288253	0.086126	0.048246	0.090976	0.001000	
0.533333	0.102524	0.032018	0.008772	0.027146	0.001000	
0.833333	0.293663	0.158848	0.035088	0.101247	0.044610	
0.922222	0.862184	0.525689	0.070175	0.426266	0.011152	
0.544444	0.440752	0.193348	0.021930	0.201027	0.167286	
0.800000	0.379701	0.150658	0.032895	0.111519	0.011152	
0.911111	0.528078	0.226607	0.146930	0.180484	0.001000	
0.011111	0.002576	0.000496	0.001000	0.001000	0.001000	
0.655556	0.270737	0.105733	0.015351	0.040352	0.001000	
0.733333	0.332561	0.100521	0.271930	0.078503	0.001000	
0.288889	0.061309	0.013403	0.017544	0.012472	0.001000	
0.766667	0.589129	0.280467	0.063596	0.191489	0.001000	
0.877778	0.442555	0.122859	0.065789	0.068966	0.001000	
